algorithm,original,reordered,model,size,column,value
warmup,"[ 95658  40983  30232  69479   8382  49363  22253  51241  97650   1738
  61549  73987 116718 117625  66904  81495  12013  41818  12714  19506
  33405 112999 108596 129904   7689 127433   2861  93544  10583  65660
  29031  45491  46309 123263  38540  46454  14943 123124  87348 108092
  15379  90168  47965  48661  76697  33289  43625  46464 113617 120367
    165  70925  59422  46148  28499  57962 116668   8043  47985  55981
   7135 116885  88983 100630  24024 106275  63585  64647  34179  18424
  18069  20068  61183   5427  41225   1517  82427  34019  74168   5002
 127535  88555 100784  14670  22540  84770  80276  81710  18276  40679
 113198  85364  58647   2813  83187  60244  19303   2326  44376  33047]","[np.int64(30232), np.int64(69479), np.int64(51241), np.int64(61549), np.int64(73987), np.int64(66904), np.int64(108596), np.int64(93544), np.int64(65660), np.int64(29031), np.int64(46309), np.int64(46454), np.int64(70925), np.int64(28499), np.int64(47985), np.int64(100630), np.int64(24024), np.int64(64647), np.int64(34019), np.int64(74168), np.int64(80276), np.int64(33047), np.int64(95658), np.int64(40983), np.int64(8382), np.int64(49363), np.int64(22253), np.int64(97650), np.int64(1738), np.int64(116718), np.int64(117625), np.int64(81495), np.int64(12013), np.int64(41818), np.int64(12714), np.int64(19506), np.int64(33405), np.int64(112999), np.int64(129904), np.int64(7689), np.int64(127433), np.int64(2861), np.int64(10583), np.int64(45491), np.int64(123263), np.int64(38540), np.int64(14943), np.int64(123124), np.int64(87348), np.int64(108092), np.int64(15379), np.int64(90168), np.int64(47965), np.int64(48661), np.int64(76697), np.int64(33289), np.int64(43625), np.int64(46464), np.int64(113617), np.int64(120367), np.int64(165), np.int64(59422), np.int64(46148), np.int64(57962), np.int64(116668), np.int64(8043), np.int64(55981), np.int64(7135), np.int64(116885), np.int64(88983), np.int64(106275), np.int64(63585), np.int64(34179), np.int64(18424), np.int64(18069), np.int64(20068), np.int64(61183), np.int64(5427), np.int64(41225), np.int64(1517), np.int64(82427), np.int64(5002), np.int64(127535), np.int64(88555), np.int64(100784), np.int64(14670), np.int64(22540), np.int64(84770), np.int64(81710), np.int64(18276), np.int64(40679), np.int64(113198), np.int64(85364), np.int64(58647), np.int64(2813), np.int64(83187), np.int64(60244), np.int64(19303), np.int64(2326), np.int64(44376)]",gemma2:9b,100,,
bigraph,"[ 14943  93544   8043  80276  18069  33047  34179  33405  48661  88983
  58647 113617  19506  34019  63585  76697  84770  40679  12013   5002
  43625  24024 127535  28499  81495  81710  61549  46309 123263  73987
  59422   7689  18276  87348  61183  51241  12714  46464  30232   1738
 129904  33289  90168  22540  64647 127433  65660   2861  95658 108092
 120367 106275  70925  14670  41225  60244  66904  57962 116718  55981
   7135  85364  74168   2326  46454 117625  41818  22253  10583  49363
  69479   2813  83187   1517  20068 116668   5427  18424 112999 113198
   8382  82427  47985  46148    165  29031 100630  38540 123124  40983
  45491  97650  19303  15379 100784  47965  88555  44376 116885 108596]","[np.int64(33047), np.int64(34179), np.int64(24024), np.int64(28499), np.int64(61549), np.int64(30232), np.int64(33289), np.int64(64647), np.int64(65660), np.int64(41225), np.int64(66904), np.int64(69479), np.int64(1517), np.int64(47985), np.int64(29031), np.int64(74168), np.int64(34019), np.int64(113617), np.int64(165), np.int64(40679), np.int64(70925), np.int64(61183), np.int64(80276), np.int64(76697), np.int64(14943), np.int64(63585), np.int64(83187), np.int64(116668), np.int64(100784), np.int64(81710), np.int64(95658), np.int64(127535), np.int64(116718), np.int64(41818), np.int64(12714), np.int64(93544), np.int64(1738), np.int64(8382), np.int64(46148), np.int64(45491), np.int64(7135), np.int64(100630), np.int64(46309), np.int64(46464), np.int64(46454), np.int64(48661), np.int64(8043), np.int64(18069), np.int64(33405), np.int64(88983), np.int64(58647), np.int64(19506), np.int64(84770), np.int64(12013), np.int64(5002), np.int64(43625), np.int64(81495), np.int64(123263), np.int64(73987), np.int64(59422), np.int64(7689), np.int64(18276), np.int64(87348), np.int64(51241), np.int64(129904), np.int64(90168), np.int64(22540), np.int64(127433), np.int64(2861), np.int64(108092), np.int64(120367), np.int64(106275), np.int64(14670), np.int64(60244), np.int64(57962), np.int64(55981), np.int64(85364), np.int64(2326), np.int64(117625), np.int64(22253), np.int64(10583), np.int64(49363), np.int64(2813), np.int64(20068), np.int64(5427), np.int64(18424), np.int64(112999), np.int64(113198), np.int64(82427), np.int64(38540), np.int64(123124), np.int64(40983), np.int64(97650), np.int64(19303), np.int64(15379), np.int64(47965), np.int64(88555), np.int64(44376), np.int64(116885), np.int64(108596)]",gemma2:9b,100,,
random,"[ 45890 110072  78757  35591   2797 125501  61474  83350  96056 105730
   2946 120627 100594  77781  48288  64518  25616  31607  92617 126688
  32701  69018   2931  44122   4079 123633 107999  26215  20867 111186
  64918  94856 127581  38613  68640    410  14782  17395  42230  77326
  90293  16440  65432 104776  61942  79939   1206 110445 129916 132386
  21159 115410  95497 118350  87825 128900  81347  32196  99466   7143
  99281  74412  24036  41087  21531  48884 132349   1970  62910  66808
  16590  40083  30636  85599  67968  86946  21948 117519  93320 103342
  91981  90553 106615 113244  70008  97355 117525  49173  62742  68923
  28410 117577  24040 110797 119414  90994  35452  37152 106396 130827]","[ 45890 110072  78757  35591   2797 125501  61474  83350  96056 105730
   2946 120627 100594  77781  48288  64518  25616  31607  92617 126688
  32701  69018   2931  44122   4079 123633 107999  26215  20867 111186
  64918  94856 127581  38613  68640    410  14782  17395  42230  77326
  90293  16440  65432 104776  61942  79939   1206 110445 129916 132386
  21159 115410  95497 118350  87825 128900  81347  32196  99466   7143
  99281  74412  24036  41087  21531  48884 132349   1970  62910  66808
  16590  40083  30636  85599  67968  86946  21948 117519  93320 103342
  91981  90553 106615 113244  70008  97355 117525  49173  62742  68923
  28410 117577  24040 110797 119414  90994  35452  37152 106396 130827]",,100,,
opt,"[ 20867  42230 119414   4079  49173  79939   2797 120627 126688  69018
  37152  78757  41087 132386  77781 113244 117525  61474 100594  64518
  61942 117519  81347  21948   2946  48288 130827  90553  97355  35591
  16440  28410  38613 110797  25616  66808  96056  24036 128900  94856
  86946 106396  21159 104776  64918 127581 105730   7143   1970  67968
 110072  17395 123633  74412  68640  48884  87825  90994  14782  68923
  85599  26215 115410  40083  95497  24040  91981  44122   1206 107999
  90293  16590  65432  99466  83350  70008 129916 103342 118350  99281
  62742  62910  45890  35452 106615  32196 125501 117577    410   2931
 132349  92617  93320  21531 110445  77326 111186  31607  30636  32701]","[np.int64(69018), np.int64(64518), np.int64(28410), np.int64(25616), np.int64(66808), np.int64(24036), np.int64(64918), np.int64(67968), np.int64(74412), np.int64(68640), np.int64(68923), np.int64(26215), np.int64(24040), np.int64(65432), np.int64(70008), np.int64(32196), np.int64(31607), np.int64(32701), np.int64(20867), np.int64(42230), np.int64(119414), np.int64(4079), np.int64(49173), np.int64(79939), np.int64(2797), np.int64(120627), np.int64(126688), np.int64(37152), np.int64(78757), np.int64(41087), np.int64(132386), np.int64(77781), np.int64(113244), np.int64(117525), np.int64(61474), np.int64(100594), np.int64(61942), np.int64(117519), np.int64(81347), np.int64(21948), np.int64(2946), np.int64(48288), np.int64(130827), np.int64(90553), np.int64(97355), np.int64(35591), np.int64(16440), np.int64(38613), np.int64(110797), np.int64(96056), np.int64(128900), np.int64(94856), np.int64(86946), np.int64(106396), np.int64(21159), np.int64(104776), np.int64(127581), np.int64(105730), np.int64(7143), np.int64(1970), np.int64(110072), np.int64(17395), np.int64(123633), np.int64(48884), np.int64(87825), np.int64(90994), np.int64(14782), np.int64(85599), np.int64(115410), np.int64(40083), np.int64(95497), np.int64(91981), np.int64(44122), np.int64(1206), np.int64(107999), np.int64(90293), np.int64(16590), np.int64(99466), np.int64(83350), np.int64(129916), np.int64(103342), np.int64(118350), np.int64(99281), np.int64(62742), np.int64(62910), np.int64(45890), np.int64(35452), np.int64(106615), np.int64(125501), np.int64(117577), np.int64(410), np.int64(2931), np.int64(132349), np.int64(92617), np.int64(93320), np.int64(21531), np.int64(110445), np.int64(77326), np.int64(111186), np.int64(30636)]",,100,,
warmup,"[110797  41087   2946    410 110445  64918  99466  92617  45890 115410
  32701 111186 103342   1970  87825  48884  42230 132349  35452 130827
 126688  24040  35591  16440  99281 120627 105730  14782  62742  83350
 106396  66808 113244  32196 125501  79939  17395  24036   4079 128900
 110072  96056  68640  61942  85599  94856  37152  97355 117519  90994
  70008 100594  25616 106615  16590  77326  40083  77781  69018  74412
 119414  65432  30636  21159 132386  21948   2797  95497  62910  78757
   2931  38613  90293  81347  48288  93320 123633  91981 127581  64518
  61474 117577  26215 117525   1206  49173  31607  86946  21531  67968
 118350  44122 104776  28410  68923  20867  90553   7143 107999 129916]","[np.int64(64918), np.int64(32701), np.int64(35452), np.int64(24040), np.int64(66808), np.int64(24036), np.int64(68640), np.int64(70008), np.int64(25616), np.int64(69018), np.int64(65432), np.int64(64518), np.int64(26215), np.int64(67968), np.int64(28410), np.int64(68923), np.int64(110797), np.int64(41087), np.int64(2946), np.int64(410), np.int64(110445), np.int64(99466), np.int64(92617), np.int64(45890), np.int64(115410), np.int64(111186), np.int64(103342), np.int64(1970), np.int64(87825), np.int64(48884), np.int64(42230), np.int64(132349), np.int64(130827), np.int64(126688), np.int64(35591), np.int64(16440), np.int64(99281), np.int64(120627), np.int64(105730), np.int64(14782), np.int64(62742), np.int64(83350), np.int64(106396), np.int64(113244), np.int64(32196), np.int64(125501), np.int64(79939), np.int64(17395), np.int64(4079), np.int64(128900), np.int64(110072), np.int64(96056), np.int64(61942), np.int64(85599), np.int64(94856), np.int64(37152), np.int64(97355), np.int64(117519), np.int64(90994), np.int64(100594), np.int64(106615), np.int64(16590), np.int64(77326), np.int64(40083), np.int64(77781), np.int64(74412), np.int64(119414), np.int64(30636), np.int64(21159), np.int64(132386), np.int64(21948), np.int64(2797), np.int64(95497), np.int64(62910), np.int64(78757), np.int64(2931), np.int64(38613), np.int64(90293), np.int64(81347), np.int64(48288), np.int64(93320), np.int64(123633), np.int64(91981), np.int64(127581), np.int64(61474), np.int64(117577), np.int64(117525), np.int64(1206), np.int64(49173), np.int64(31607), np.int64(86946), np.int64(21531), np.int64(118350), np.int64(44122), np.int64(104776), np.int64(20867), np.int64(90553), np.int64(7143), np.int64(107999), np.int64(129916)]",gemma2:9b,100,,
bigraph,"[111186 115410  68640 130827   2931  90994 106615 125501  45890  95497
 126688  30636 106396  21531  21948 117577  62910  85599 103342  16590
   1970  37152  92617 123633  24040 118350  77326  14782  94856   2797
  16440 110797  66808  32701  35591 104776  41087  26215 100594  42230
  87825   7143 107999 110072  28410  81347  83350 120627  86946  90293
  38613  91981  99281  48884 127581  20867  61474  65432  62742  68923
  24036 128900 132386  40083  61942  49173  64918 132349  70008  97355
   2946  93320    410 105730 129916 113244 117525  67968 110445  32196
  44122  77781  99466  31607  78757  48288   4079   1206  79939  35452
  69018  21159  25616  64518 119414  17395  90553  96056 117519  74412]","[np.int64(68640), np.int64(103342), np.int64(24040), np.int64(66808), np.int64(26215), np.int64(28410), np.int64(65432), np.int64(68923), np.int64(64918), np.int64(70008), np.int64(67968), np.int64(99466), np.int64(69018), np.int64(25616), np.int64(64518), np.int64(24036), np.int64(32701), np.int64(74412), np.int64(42230), np.int64(21159), np.int64(100594), np.int64(21948), np.int64(127581), np.int64(61942), np.int64(96056), np.int64(20867), np.int64(129916), np.int64(44122), np.int64(79939), np.int64(132349), np.int64(1206), np.int64(92617), np.int64(91981), np.int64(32196), np.int64(132386), np.int64(48884), np.int64(37152), np.int64(31607), np.int64(105730), np.int64(1970), np.int64(111186), np.int64(115410), np.int64(130827), np.int64(2931), np.int64(90994), np.int64(106615), np.int64(125501), np.int64(45890), np.int64(95497), np.int64(126688), np.int64(30636), np.int64(106396), np.int64(21531), np.int64(117577), np.int64(62910), np.int64(85599), np.int64(16590), np.int64(123633), np.int64(118350), np.int64(77326), np.int64(14782), np.int64(94856), np.int64(2797), np.int64(16440), np.int64(110797), np.int64(35591), np.int64(104776), np.int64(41087), np.int64(87825), np.int64(7143), np.int64(107999), np.int64(110072), np.int64(81347), np.int64(83350), np.int64(120627), np.int64(86946), np.int64(90293), np.int64(38613), np.int64(99281), np.int64(61474), np.int64(62742), np.int64(128900), np.int64(40083), np.int64(49173), np.int64(97355), np.int64(2946), np.int64(93320), np.int64(410), np.int64(113244), np.int64(117525), np.int64(110445), np.int64(77781), np.int64(78757), np.int64(48288), np.int64(4079), np.int64(35452), np.int64(119414), np.int64(17395), np.int64(90553), np.int64(117519)]",gemma2:9b,100,,
random,"[120950  60118  71541  73476 127130  20996  52935 111786 109733   8194
 126355  60454  20265  86317  34700  92059  64891  75153  58043  28757
  77749 121715  48351 108037 131883 114623  87838 129931  16482  96404
 120937 108819 102720  39885 101473  45066  19522  63887 100831 117943
  72237   9284  76195   8083 119555  16538 122715 121922  31840  65717
 109710  74923  50321  71396 124609  95114 127740 121226  73652  98730
  85126  29615  56839  54949  47955  64664  81983  18272    107  96331
  81604  54792  67356 116606  11349 102757  69188  31581 131201 118953
  91583  46018  13485   7999  86359  20972  83560  55659  82191   2734
  21242  69949 121259  31143  88663  62123  25833 105819  75889 131605]","[120950  60118  71541  73476 127130  20996  52935 111786 109733   8194
 126355  60454  20265  86317  34700  92059  64891  75153  58043  28757
  77749 121715  48351 108037 131883 114623  87838 129931  16482  96404
 120937 108819 102720  39885 101473  45066  19522  63887 100831 117943
  72237   9284  76195   8083 119555  16538 122715 121922  31840  65717
 109710  74923  50321  71396 124609  95114 127740 121226  73652  98730
  85126  29615  56839  54949  47955  64664  81983  18272    107  96331
  81604  54792  67356 116606  11349 102757  69188  31581 131201 118953
  91583  46018  13485   7999  86359  20972  83560  55659  82191   2734
  21242  69949 121259  31143  88663  62123  25833 105819  75889 131605]",,100,,
opt,"[ 71541  69949  28757 105819  62123  69188    107  72237  88663  18272
 127740  96331  39885 131201  98730  86359 131605 117943  74923  47955
  29615   8194 108819  16538  58043  67356  60454  91583 127130  95114
  54792  13485  82191 102757 121715  81983  77749  11349 126355  20996
  64664  92059  31143  34700  20265  16482 100831  64891  46018 109710
 101473  73476  96404 119555  31581 118953  50321  65717 129931  56839
   9284 120950   8083  81604 111786 108037  31840  85126 122715 124609
 114623   7999  25833  20972 121259  73652 121226  75153  54949  19522
  75889  48351  55659  87838  76195  60118  21242  83560  52935 116606
 102720 121922  45066 131883 109733   2734  71396  86317 120937  63887]","[np.int64(71541), np.int64(69949), np.int64(28757), np.int64(69188), np.int64(72237), np.int64(29615), np.int64(67356), np.int64(64664), np.int64(31143), np.int64(64891), np.int64(73476), np.int64(31581), np.int64(65717), np.int64(31840), np.int64(25833), np.int64(73652), np.int64(71396), np.int64(63887), np.int64(105819), np.int64(62123), np.int64(107), np.int64(88663), np.int64(18272), np.int64(127740), np.int64(96331), np.int64(39885), np.int64(131201), np.int64(98730), np.int64(86359), np.int64(131605), np.int64(117943), np.int64(74923), np.int64(47955), np.int64(8194), np.int64(108819), np.int64(16538), np.int64(58043), np.int64(60454), np.int64(91583), np.int64(127130), np.int64(95114), np.int64(54792), np.int64(13485), np.int64(82191), np.int64(102757), np.int64(121715), np.int64(81983), np.int64(77749), np.int64(11349), np.int64(126355), np.int64(20996), np.int64(92059), np.int64(34700), np.int64(20265), np.int64(16482), np.int64(100831), np.int64(46018), np.int64(109710), np.int64(101473), np.int64(96404), np.int64(119555), np.int64(118953), np.int64(50321), np.int64(129931), np.int64(56839), np.int64(9284), np.int64(120950), np.int64(8083), np.int64(81604), np.int64(111786), np.int64(108037), np.int64(85126), np.int64(122715), np.int64(124609), np.int64(114623), np.int64(7999), np.int64(20972), np.int64(121259), np.int64(121226), np.int64(75153), np.int64(54949), np.int64(19522), np.int64(75889), np.int64(48351), np.int64(55659), np.int64(87838), np.int64(76195), np.int64(60118), np.int64(21242), np.int64(83560), np.int64(52935), np.int64(116606), np.int64(102720), np.int64(121922), np.int64(45066), np.int64(131883), np.int64(109733), np.int64(2734), np.int64(86317), np.int64(120937)]",,100,,
warmup,"[  7999  60454 124609 101473  60118  48351  77749 131883  11349 120950
  54792 109710  98730 118953  50321 129931  95114  76195  86317 121922
 108819  73476  34700  75889  16538 108037  92059  64891   8194  75153
  82191  65717  21242  72237  58043  56839  16482 114623  20972  86359
 116606 105819  39885  18272   9284 117943  31840  83560  64664  71541
  55659 127740  47955 121259  62123 120937  54949  63887 126355  74923
  81983  19522  20265  13485  25833  71396  81604  31581 102720 119555
  85126 111786   8083 109733 131201  91583  96331 122715  67356  28757
  69949  88663   2734 131605  46018 127130  31143  69188 121226  20996
  87838  73652    107  45066 102757  29615 100831  52935 121715  96404]","[np.int64(77749), np.int64(109710), np.int64(95114), np.int64(108819), np.int64(64891), np.int64(65717), np.int64(21242), np.int64(31840), np.int64(64664), np.int64(63887), np.int64(20265), np.int64(25833), np.int64(119555), np.int64(85126), np.int64(131201), np.int64(91583), np.int64(67356), np.int64(28757), np.int64(69949), np.int64(31143), np.int64(69188), np.int64(121226), np.int64(29615), np.int64(121715), np.int64(7999), np.int64(60454), np.int64(124609), np.int64(101473), np.int64(60118), np.int64(48351), np.int64(131883), np.int64(11349), np.int64(120950), np.int64(54792), np.int64(98730), np.int64(118953), np.int64(50321), np.int64(129931), np.int64(76195), np.int64(86317), np.int64(121922), np.int64(73476), np.int64(34700), np.int64(75889), np.int64(16538), np.int64(108037), np.int64(92059), np.int64(8194), np.int64(75153), np.int64(82191), np.int64(72237), np.int64(58043), np.int64(56839), np.int64(16482), np.int64(114623), np.int64(20972), np.int64(86359), np.int64(116606), np.int64(105819), np.int64(39885), np.int64(18272), np.int64(9284), np.int64(117943), np.int64(83560), np.int64(71541), np.int64(55659), np.int64(127740), np.int64(47955), np.int64(121259), np.int64(62123), np.int64(120937), np.int64(54949), np.int64(126355), np.int64(74923), np.int64(81983), np.int64(19522), np.int64(13485), np.int64(71396), np.int64(81604), np.int64(31581), np.int64(102720), np.int64(111786), np.int64(8083), np.int64(109733), np.int64(96331), np.int64(122715), np.int64(88663), np.int64(2734), np.int64(131605), np.int64(46018), np.int64(127130), np.int64(20996), np.int64(87838), np.int64(73652), np.int64(107), np.int64(45066), np.int64(102757), np.int64(100831), np.int64(52935), np.int64(96404)]",gemma2:9b,100,,
bigraph,"[121715  76195 127740 120950  92059  13485  91583 102720  87838  67356
 131883  60118  96331  69949 105819 117943 126355  85126  75153 131605
 124609  86317  72237  75889  56839   8194  81604  54792 118953  20265
  73476  16538  34700  31840 108037 109733 109710  64664  31143  88663
  60454  19522  25833  21242  48351  45066 129931   2734 114623  29615
  73652  96404  86359 131201  71541  55659 121226  18272  54949  39885
  11349  20972  64891   9284  77749  95114  63887 121259 116606  50321
  71396  65717  47955  31581  98730 108819  69188 122715 100831  46018
 120937  81983  52935  20996 111786 101473  62123    107 102757  28757
  16482  58043 127130 119555  83560 121922   7999  82191   8083  74923]","[np.int64(67356), np.int64(69949), np.int64(64664), np.int64(25833), np.int64(29615), np.int64(64891), np.int64(63887), np.int64(65717), np.int64(31581), np.int64(69188), np.int64(28757), np.int64(74923), np.int64(71541), np.int64(109710), np.int64(31840), np.int64(88663), np.int64(107), np.int64(121922), np.int64(101473), np.int64(91583), np.int64(56839), np.int64(9284), np.int64(119555), np.int64(75153), np.int64(13485), np.int64(34700), np.int64(52935), np.int64(83560), np.int64(48351), np.int64(131201), np.int64(86317), np.int64(111786), np.int64(21242), np.int64(45066), np.int64(8083), np.int64(96331), np.int64(73652), np.int64(2734), np.int64(127740), np.int64(20972), np.int64(81983), np.int64(18272), np.int64(100831), np.int64(71396), np.int64(131883), np.int64(31143), np.int64(102720), np.int64(73476), np.int64(121226), np.int64(108819), np.int64(121715), np.int64(76195), np.int64(120950), np.int64(92059), np.int64(87838), np.int64(60118), np.int64(105819), np.int64(117943), np.int64(126355), np.int64(85126), np.int64(131605), np.int64(124609), np.int64(72237), np.int64(75889), np.int64(8194), np.int64(81604), np.int64(54792), np.int64(118953), np.int64(20265), np.int64(16538), np.int64(108037), np.int64(109733), np.int64(60454), np.int64(19522), np.int64(129931), np.int64(114623), np.int64(96404), np.int64(86359), np.int64(55659), np.int64(54949), np.int64(39885), np.int64(11349), np.int64(77749), np.int64(95114), np.int64(121259), np.int64(116606), np.int64(50321), np.int64(47955), np.int64(98730), np.int64(122715), np.int64(46018), np.int64(120937), np.int64(20996), np.int64(62123), np.int64(102757), np.int64(16482), np.int64(58043), np.int64(127130), np.int64(7999), np.int64(82191)]",gemma2:9b,100,,
random,"[125136  50822  48968  81521  12809  21118  28848  72785  77635  59037
  88674  66003  77814 101486  23221  30874  28852  73867  88673 107577
 132046  97858  10035  22103  83353  55327  31986  66224  99153  54011
  54786  55190  68885  25999 125464  20146  73605  23728 128738  57083
  73731  26321  78532  71657  17206     33  91163   4730 113304  48597
 101163 120841  12739  99358  91217 105429  27636  97063  97660  26580
  90698 122274  53968  41742 110080 100615  33531  80612  45414  19838
  54879  94545  69506  28896  77629  72876  19936 119339   6716  66904
  51398  83108  87265 121246  16539  53577 112948  32345  43814  73383
  30946 119550 103454  55604 113902  12563  41848 109435  78807  99703]","[125136  50822  48968  81521  12809  21118  28848  72785  77635  59037
  88674  66003  77814 101486  23221  30874  28852  73867  88673 107577
 132046  97858  10035  22103  83353  55327  31986  66224  99153  54011
  54786  55190  68885  25999 125464  20146  73605  23728 128738  57083
  73731  26321  78532  71657  17206     33  91163   4730 113304  48597
 101163 120841  12739  99358  91217 105429  27636  97063  97660  26580
  90698 122274  53968  41742 110080 100615  33531  80612  45414  19838
  54879  94545  69506  28896  77629  72876  19936 119339   6716  66904
  51398  83108  87265 121246  16539  53577 112948  32345  43814  73383
  30946 119550 103454  55604 113902  12563  41848 109435  78807  99703]",,100,,
opt,"[ 25999 112948  12739  55327     33  50822  66224  26321 125136  66003
  90698  16539  68885 121246  55190  27636  88673  83353  69506  78532
  99703  81521  19936  51398  43814  73867  53577  73605  20146  91217
  78807  91163  77635 107577  33531 101486  12563  41848  28848  59037
  31986 132046  54786 110080  94545  21118  30874 113304 119339  23728
  10035  83108  23221  87265  41742  72785  55604  32345 122274  54011
  17206 119550 109435  48968  22103 125464  48597 100615 105429  12809
  80612  71657  66904  45414 120841  73731   6716  77629   4730  77814
  53968  99358  28852 113902  99153  97858  54879  73383  19838  57083
 128738 101163 103454  97063  30946  28896  97660  72876  88674  26580]","[np.int64(25999), np.int64(66224), np.int64(26321), np.int64(66003), np.int64(68885), np.int64(27636), np.int64(69506), np.int64(73867), np.int64(73605), np.int64(33531), np.int64(28848), np.int64(31986), np.int64(30874), np.int64(23728), np.int64(72785), np.int64(32345), np.int64(71657), np.int64(66904), np.int64(73731), np.int64(28852), np.int64(73383), np.int64(30946), np.int64(28896), np.int64(72876), np.int64(26580), np.int64(112948), np.int64(12739), np.int64(55327), np.int64(33), np.int64(50822), np.int64(125136), np.int64(90698), np.int64(16539), np.int64(121246), np.int64(55190), np.int64(88673), np.int64(83353), np.int64(78532), np.int64(99703), np.int64(81521), np.int64(19936), np.int64(51398), np.int64(43814), np.int64(53577), np.int64(20146), np.int64(91217), np.int64(78807), np.int64(91163), np.int64(77635), np.int64(107577), np.int64(101486), np.int64(12563), np.int64(41848), np.int64(59037), np.int64(132046), np.int64(54786), np.int64(110080), np.int64(94545), np.int64(21118), np.int64(113304), np.int64(119339), np.int64(10035), np.int64(83108), np.int64(23221), np.int64(87265), np.int64(41742), np.int64(55604), np.int64(122274), np.int64(54011), np.int64(17206), np.int64(119550), np.int64(109435), np.int64(48968), np.int64(22103), np.int64(125464), np.int64(48597), np.int64(100615), np.int64(105429), np.int64(12809), np.int64(80612), np.int64(45414), np.int64(120841), np.int64(6716), np.int64(77629), np.int64(4730), np.int64(77814), np.int64(53968), np.int64(99358), np.int64(113902), np.int64(99153), np.int64(97858), np.int64(54879), np.int64(19838), np.int64(57083), np.int64(128738), np.int64(101163), np.int64(103454), np.int64(97063), np.int64(97660), np.int64(88674)]",,100,,
warmup,"[ 25999  99703 128738  32345  26580  16539  66003  21118  90698  59037
  12563 121246  73867 122274  55604 109435  28852 125136 103454  53968
 107577  19936  23221  12809  45414   4730   6716  26321  43814  91163
  27636  55327  50822  28848 119339  30946  48597  97858  54011  83108
 100615 112948  51398  57083  30874 113304 101163  99153  87265  66904
  55190  72785  54786 105429  99358 132046  66224 125464  71657  33531
  54879  72876  22103  97660  73383  53577  77814  88674  23728  91217
 113902  41742  41848  78807  19838     33  31986  88673  77629  83353
  78532  81521  20146  28896  10035  77635  94545  68885  97063 119550
  12739  48968  69506 110080 120841  80612  73605  73731 101486  17206]","[np.int64(25999), np.int64(26580), np.int64(66003), np.int64(121246), np.int64(28852), np.int64(107577), np.int64(26321), np.int64(27636), np.int64(28848), np.int64(83108), np.int64(51398), np.int64(99153), np.int64(66904), np.int64(99358), np.int64(66224), np.int64(54879), np.int64(23728), np.int64(28896), np.int64(68885), np.int64(12739), np.int64(69506), np.int64(99703), np.int64(128738), np.int64(32345), np.int64(16539), np.int64(21118), np.int64(90698), np.int64(59037), np.int64(12563), np.int64(73867), np.int64(122274), np.int64(55604), np.int64(109435), np.int64(125136), np.int64(103454), np.int64(53968), np.int64(19936), np.int64(23221), np.int64(12809), np.int64(45414), np.int64(4730), np.int64(6716), np.int64(43814), np.int64(91163), np.int64(55327), np.int64(50822), np.int64(119339), np.int64(30946), np.int64(48597), np.int64(97858), np.int64(54011), np.int64(100615), np.int64(112948), np.int64(57083), np.int64(30874), np.int64(113304), np.int64(101163), np.int64(87265), np.int64(55190), np.int64(72785), np.int64(54786), np.int64(105429), np.int64(132046), np.int64(125464), np.int64(71657), np.int64(33531), np.int64(72876), np.int64(22103), np.int64(97660), np.int64(73383), np.int64(53577), np.int64(77814), np.int64(88674), np.int64(91217), np.int64(113902), np.int64(41742), np.int64(41848), np.int64(78807), np.int64(19838), np.int64(33), np.int64(31986), np.int64(88673), np.int64(77629), np.int64(83353), np.int64(78532), np.int64(81521), np.int64(20146), np.int64(10035), np.int64(77635), np.int64(94545), np.int64(97063), np.int64(119550), np.int64(48968), np.int64(110080), np.int64(120841), np.int64(80612), np.int64(73605), np.int64(73731), np.int64(101486), np.int64(17206)]",gemma2:9b,100,,
